Hermione,Sirius Black,747
Hermione,Draco Malfoy,1021
Hermione,Trelawney,5040
Hermione,Buckbeak,56873
Hermione,Professor Trelawney,78
Hermione,Parvati,8623
Hermione,Macnair,84
Hermione,Albus Dumbledore,186
Hermione,Cornelius Fudge,468
Hermione,James,474
Hermione,Poppy,160
Hermione,Petunia,662
Hermione,Pigwidgeon,1308
Hermione,Arthur,127
Hermione,Amos,296
Hermione,Viktor Krum,835
Hermione,Ludo Bagman,911
Hermione,Crouch,6643
Hermione,Winky,16817
Hermione,Colin Creevey,112
Hermione,Dennis Creevey,136
Hermione,Moody,13483
Hermione,Karkaroff,3038
Hermione,Great,45
Hermione,Maxime,45
Hermione,Cedric,10300
Hermione,Pansy Parkinson,1462
Hermione,Rita Skeeter,3149
Hermione,Padma,1692
Hermione,Roger Davies,235
Hermione,Grubbly-Plank,384
Hermione,Madam Rosmerta,199
Hermione,Fleur Delacour,328
Hermione,Cho Chang,141
Hermione,Molly,95
Hermione,Kreacher,25250
Hermione,Tonks,80
Hermione,Sturgis Podmore,76
Hermione,Anthony Goldstein,220
Hermione,Alicia Spinnet,53
Hermione,Sinistra,53
Hermione,Luna Lovegood,275
Hermione,Lord Voldemort,185
Hermione,Zacharias,910
Hermione,Michael,390
Hermione,Katie Bell,46
Hermione,Montague,1284
Hermione,Fat,22
Hermione,Who,105
Hermione,Argus Filch,100
Hermione,Stan Shunpike,26
Hermione,Firenze,1313
Hermione,Hannah Abbott,10
Hermione,Grawp,16398
Hermione,Gregory Goyle,108
Hermione,Magorian,180
Hermione,Bellatrix,9755
Hermione,Madam Malkin,1032
Hermione,Narcissa,129
Hermione,Nott,88
Hermione,Cormac McLaggen,207
Hermione,Romilda Vane,399
